URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,6,4,0.07020833333333334,0.5079166666666667,6.947368421052632,18.181818181818183,10.051674641148328,6.947368421052632,24,132,1.9848484848484849,8,6.21969696969697
Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,6,3,0.16560846560846565,0.4284798534798535,14.4,26.38888888888889,16.31555555555556,14.4,38,144,2.013888888888889,5,6.201388888888889
Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,5,0,0.1353174603174603,0.40352182539682535,14.1875,24.669603524229075,15.542841409691631,14.1875,56,227,1.9691629955947136,8,6.352422907488987
Netclan20241128,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,6,1,0.21813186813186813,0.4591123851993417,9.666666666666666,26.72413793103448,14.55632183908046,9.666666666666666,31,116,2.0086206896551726,8,6.232758620689655
Netclan20241129,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,15,0,0.29208152958152955,0.4774046169879502,17.75,26.056338028169012,17.522535211267606,17.75,37,142,2.0774647887323945,5,6.415492957746479
Netclan20241130,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,1,0,-0.0888888888888889,0.17222222222222222,11.0,30.303030303030305,16.521212121212123,11.0,10,33,2.0303030303030303,2,6.666666666666667
Netclan20241131,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,6,2,-0.012689393939393943,0.45016233766233765,9.0,40.0,19.6,9.0,36,90,2.511111111111111,0,7.955555555555556
Netclan20241132,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,1,0,0.014545454545454539,0.4,16.5,18.181818181818183,13.872727272727275,16.5,12,66,1.893939393939394,1,6.242424242424242
Netclan20241133,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,8,0,0.02868589743589743,0.3134615384615385,14.818181818181818,29.447852760736197,17.706413831567207,14.818181818181818,48,163,2.214723926380368,2,6.889570552147239
Netclan20241134,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,1,0,0.1207070707070707,0.39217171717171717,8.466666666666667,27.559055118110237,14.410288713910763,8.466666666666667,35,127,2.173228346456693,3,6.645669291338582
Netclan20241135,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,0,0,0.1,0.3,16.0,12.5,11.4,16.0,2,16,1.375,1,5.375
Netclan20241136,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,2,0,-0.05,0.30000000000000004,9.0,33.33333333333333,16.933333333333334,9.0,18,54,2.0925925925925926,0,6.814814814814815
Netclan20241137,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,4,0,0.13727272727272727,0.3625757575757576,9.166666666666666,36.36363636363637,18.212121212121215,9.166666666666666,20,55,2.0545454545454547,0,6.709090909090909
Netclan20241138,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,2,2,-0.15000000000000002,0.24166666666666667,18.0,27.77777777777778,18.311111111111114,18.0,10,36,1.8888888888888888,0,6.361111111111111
Netclan20241139,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,2,3,0.12992424242424241,0.4928030303030303,6.571428571428571,34.78260869565217,16.541614906832297,6.571428571428571,16,46,2.0434782608695654,0,6.434782608695652
Netclan20241140,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,2,1,0.275,0.675,6.833333333333333,26.82926829268293,13.465040650406506,6.833333333333333,11,41,1.951219512195122,0,6.780487804878049
Netclan20241141,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,8,0,0.13333333333333333,0.3854166666666667,9.428571428571429,28.030303030303028,14.983549783549783,9.428571428571429,37,132,2.1742424242424243,7,6.848484848484849
Netclan20241142,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,1,0,0.11621212121212118,0.5118181818181818,10.0,27.142857142857142,14.857142857142856,10.0,19,70,2.1714285714285713,4,6.442857142857143
Netclan20241143,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,3,8,0.06873809523809524,0.6869761904761904,15.0,35.714285714285715,20.28571428571429,15.0,75,210,2.3333333333333335,3,6.738095238095238
Netclan20241144,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,8,2,0.14416666666666667,0.5066666666666666,10.2,29.411764705882355,15.84470588235294,10.2,30,102,2.2450980392156863,1,6.833333333333333
Netclan20241145,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,12,2,0.050106837606837616,0.48450854700854695,9.5,39.76608187134503,19.706432748538013,9.5,68,171,2.497076023391813,12,7.315789473684211
Netclan20241146,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,8,2,0.06666666666666668,0.39166666666666666,10.833333333333334,30.0,16.333333333333336,10.833333333333334,39,130,2.253846153846154,7,6.892307692307693
Netclan20241147,https://insights.blackcoffer.com/real-estate-data-warehouse/,4,0,0.1375,0.42685185185185187,10.071428571428571,32.62411347517731,17.078216818642353,10.071428571428571,46,141,2.24822695035461,1,6.75177304964539
Netclan20241148,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,3,1,0.09910714285714285,0.605952380952381,10.76923076923077,32.142857142857146,17.164835164835164,10.76923076923077,45,140,2.164285714285714,8,6.7214285714285715
Netclan20241149,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,2,0,0.002040816326530609,0.20408163265306123,11.0,36.36363636363637,18.94545454545455,11.0,28,77,2.1948051948051948,0,6.415584415584416
Netclan20241150,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,2,1,0.03333333333333334,0.38333333333333336,19.0,27.631578947368425,18.65263157894737,19.0,21,76,2.039473684210526,0,6.342105263157895
Netclan20241151,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,3,0,-0.03333333333333333,0.09999999999999999,11.333333333333334,39.705882352941174,20.415686274509806,11.333333333333334,27,68,2.338235294117647,0,6.705882352941177
Netclan20241152,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,3,0,-0.028571428571428574,0.2285714285714286,11.5,33.33333333333333,17.933333333333334,11.5,23,69,2.2318840579710146,0,6.6521739130434785
Netclan20241153,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,2,0,0.007142857142857131,0.41428571428571426,10.142857142857142,35.2112676056338,18.14164989939638,10.142857142857142,25,71,2.295774647887324,0,6.732394366197183
Netclan20241154,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,1,0,-0.07142857142857144,0.2857142857142857,14.75,32.20338983050847,18.78135593220339,14.75,19,59,2.1864406779661016,0,6.406779661016949
Netclan20241155,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,2,0,0.07619047619047618,0.43483245149911814,11.8,38.983050847457626,20.313220338983054,11.8,23,59,2.305084745762712,0,6.5423728813559325
Netclan20241156,https://insights.blackcoffer.com/marbles-stimulation-using-python/,2,1,0.027222222222222238,0.4664814814814814,6.7272727272727275,31.08108108108108,15.123341523341523,6.7272727272727275,23,74,2.0675675675675675,2,6.378378378378378
Netclan20241157,https://insights.blackcoffer.com/stocktwits-data-structurization/,11,9,0.07777527579946937,0.42603180421728803,9.958333333333334,29.497907949790797,15.782496513249653,9.958333333333334,141,478,2.225941422594142,6,6.696652719665272
Netclan20241158,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,9,5,0.0066639610389610405,0.5046185064935065,11.952380952380953,46.21513944223107,23.267008157844813,11.952380952380953,116,251,2.545816733067729,5,7.414342629482071
Netclan20241159,https://insights.blackcoffer.com/population-and-community-survey-of-america/,12,9,0.08161675059634242,0.45762920752716685,13.529411764705882,36.73913043478261,20.107416879795398,13.529411764705882,169,460,2.356521739130435,3,6.819565217391304
Netclan20241160,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,19,17,0.045227705627705624,0.2607051948051948,11.390625,32.647462277091904,17.61523491083676,11.390625,238,729,2.212620027434842,7,6.668038408779149
Netclan20241161,https://insights.blackcoffer.com/healthcare-data-analysis/,5,6,0.07895833333333335,0.35416666666666663,8.090909090909092,24.719101123595504,13.124004085801838,8.090909090909092,22,89,2.0786516853932584,11,6.48314606741573
Netclan20241162,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,0,0,0.0,0.0,20.0,60.0,32.0,20.0,12,20,3.65,0,10.3
Netclan20241163,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,2,0,-0.008333333333333338,0.2976190476190476,7.714285714285714,35.18518518518518,17.15978835978836,7.714285714285714,19,54,2.111111111111111,1,6.555555555555555
